id,source,holder,collection,title,title_alt,authors,date,years,kind,shelfmark,manifest,page,rights,work,book,match,notes
sbb:1039289401,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,秘傳瘰癧形症全科,[Secretly transmitted complete [medical] specialty of pathological appearances of scrofula],,Early republican era,,写,Slg. Unschuld 8435,https://content.staatsbibliothek-berlin.de/dc/PPN1879510715/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1879510715,Public Domain Mark 1.0（数字化影像）,,,,主题：External medicine
sbb:103928941X,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,種痘新書,[New book on vaccination],,Late Qing era,,写,Slg. Unschuld 8436,https://content.staatsbibliothek-berlin.de/dc/PPN1872317782/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1872317782,Public Domain Mark 1.0（数字化影像）,,,,主题：Pediatrics. Smallpox
sbb:1039289428,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,小兒諸症方,[Recipes for all possible pathoconditions of children],,1945,1945,写,Slg. Unschuld 8437,https://content.staatsbibliothek-berlin.de/dc/PPN1872317871/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1872317871,Public Domain Mark 1.0（数字化影像）,,,,主题：Pediatrics/medical prescriptions
sbb:1039289436,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,辨證錄,[Records of differential [treatments] of pathoconditions],,Late Qing dynasty,,写,Slg. Unschuld 8438,https://content.staatsbibliothek-berlin.de/dc/PPN1872318096/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1872318096,Public Domain Mark 1.0（数字化影像）,jc:辨证录,jc_o063,exact,主题：Pediatrics
sbb:1039289444,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,烏金丸方,[Recipes for black gold pills],,Early republican era,,写,Slg. Unschuld 8440,https://content.staatsbibliothek-berlin.de/dc/PPN1872318355/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1872318355,Public Domain Mark 1.0（数字化影像）,,,,主题：Gynecology
sbb:1039289452,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,達生要旨篇,[Text with the main idea to extend life],,1908–1952,1908-1952,写,Slg. Unschuld 8441,https://content.staatsbibliothek-berlin.de/dc/PPN1872318509/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1872318509,Public Domain Mark 1.0（数字化影像）,,,,主题：Gynecology
sbb:1039289460,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,傅氏女科,[Mr Fu's gynecology],,"End of Qing, early republican era",,写,Slg. Unschuld 8442,https://content.staatsbibliothek-berlin.de/dc/PPN1872318673/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1872318673,Public Domain Mark 1.0（数字化影像）,,,,主题：Gynecology
sbb:1039289479,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,醫治良方,[Good recipes of medical treatments],,Late Qing era,,写,Slg. Unschuld 8443,https://content.staatsbibliothek-berlin.de/dc/PPN1872318967/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1872318967,Public Domain Mark 1.0（数字化影像）,,,,主题：Gynecology/medical prescriptions
sbb:1039289487,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,烏金藥方書,[Book on recipes for black gold medications],,1938,1938,写,Slg. Unschuld 8447,https://content.staatsbibliothek-berlin.de/dc/PPN1879516365/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1879516365,Public Domain Mark 1.0（数字化影像）,,,,主题：Gynecology
sbb:1039289495,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,婦科指歸,[Intentions of gynecology],,"Late Qing, early republican era",,写,Slg. Unschuld 8448,https://content.staatsbibliothek-berlin.de/dc/PPN1881477150/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1881477150,Public Domain Mark 1.0（数字化影像）,,,,主题：Gynecology
