# Ancient / variant character forms -> standard simplified form, for MATCHING ONLY (texts are never altered).
# source: unihan:<field> = derived from the Unicode Unihan database (Unicode License, https://www.unicode.org/license.txt),
#         reviewed against contexts in the Kanripo KR3e corpus; manual = curated for this project from corpus contexts.
# columns: variant<TAB>standard<TAB>source<TAB>note
缻	缶	unihan:kSemanticVariant	
缾	瓶	unihan:kSemanticVariant	
罁	缸	unihan:kSemanticVariant	
羃	幂	unihan:kSemanticVariant	
羗	羌	unihan:kSemanticVariant	
羙	美	unihan:kSemanticVariant	
羮	羹	unihan:kSemanticVariant	
翺	翱	unihan:kSemanticVariant	
耏	耐	unihan:kSemanticVariant	
耑	专	unihan:kSemanticVariant	
耤	藉	unihan:kSemanticVariant	
聦	聪	unihan:kSemanticVariant	
肈	肇	unihan:kSemanticVariant	
肎	肯	unihan:kSemanticVariant	
肐	胳	unihan:kSemanticVariant	
肕	韧	unihan:kSemanticVariant	
肧	胚	unihan:kSemanticVariant	
肬	疣	unihan:kSemanticVariant	
肳	吻	unihan:kSemanticVariant	
胑	肢	unihan:kSemanticVariant	
脃	脆	unihan:kSemanticVariant	
脇	胁	unihan:kSemanticVariant	
膓	肠	unihan:kSemanticVariant	
臈	腊	unihan:kSemanticVariant	
臕	膘	unihan:kSemanticVariant	
臙	胭	unihan:kSemanticVariant	
臝	裸	unihan:kSemanticVariant	
臞	癯	unihan:kSemanticVariant	
臯	皋	unihan:kSemanticVariant	
舃	舄	unihan:kSemanticVariant	
舖	铺	unihan:kSemanticVariant	
艶	艳	unihan:kSemanticVariant	
艸	草	unihan:kSemanticVariant	
芲	花	unihan:kSemanticVariant	
苢	苡	unihan:kSemanticVariant	
苺	莓	unihan:kSemanticVariant	
苿	茉	unihan:kZVariant	
茍	苟	unihan:kSemanticVariant	
荅	答	unihan:kSemanticVariant	
荍	荞	unihan:kSemanticVariant	
荳	豆	unihan:kSemanticVariant	
莕	荇	unihan:kSemanticVariant	
莿	刺	unihan:kSpecializedSemanticVariant	
菑	灾	unihan:kSemanticVariant	
菓	果	unihan:kSemanticVariant	
葢	盖	unihan:kSemanticVariant	
蒨	茜	unihan:kSemanticVariant	
蓺	艺	unihan:kSemanticVariant	
蔴	麻	unihan:kSemanticVariant	
蔾	藜	unihan:kSemanticVariant	
蕋	蕊	unihan:kSemanticVariant	
蕐	华	unihan:kSpecializedSemanticVariant	
蕚	萼	unihan:kSemanticVariant	
薓	参	unihan:kSpecializedSemanticVariant	
藦	蘑	unihan:kSemanticVariant	
蘂	蕊	unihan:kSemanticVariant	
蘡	樱	unihan:kSpecializedSemanticVariant	
蘤	花	unihan:kSemanticVariant	
虓	唬	unihan:kSemanticVariant	
蚘	蛔	unihan:kSemanticVariant	
蚡	鼢	unihan:kSemanticVariant	
蚦	蚺	unihan:kSemanticVariant	
蛌	蛄	unihan:kSemanticVariant	
蛕	蛔	unihan:kSemanticVariant	
蜋	螂	unihan:kSemanticVariant	
蜑	蛋	unihan:kSemanticVariant	
蜝	蜞	unihan:kSemanticVariant	
蜯	蚌	unihan:kSemanticVariant	
